problem_id,submission_id,token_count,file_size_bytes,clean_source,obfuscated_binary,input_file,output_file,compiler,optimization_level,is_stripped,obfuscator,obfuscation_techniques,verification_status,function_count,nloc,cc_total,cc_max,decision_points,cf_density,length_group,complexity_group,stratum,representative_random_score,length_rank,complexity_rank_within_length_group,lizard_error
p00436,s407587279,503,934,clean_src/p00436/s407587279.c,obfuscated_bin/p00436/s407587279_fla_bcf_instsub.elf,input_output/p00436/input.txt,input_output/p00436/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,49,16,16,15,30.612244897959183,short,complex,short_complex,0.7026223734122952,831,925,
p00437,s209789427,514,1203,clean_src/p00437/s209789427.c,obfuscated_bin/p00437/s209789427_fla_bcf_instsub.elf,input_output/p00437/input.txt,input_output/p00437/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,61,19,19,18,29.508196721311474,short,complex,short_complex,0.5437311356258974,858,880,
p00438,s387462099,666,1580,clean_src/p00438/s387462099.c,obfuscated_bin/p00438/s387462099_fla_bcf_instsub.elf,input_output/p00438/input.txt,input_output/p00438/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,5,80,29,13,24,30.0,short,complex,short_complex,0.9666169612782177,1230,903,
p00439,s207395196,319,777,clean_src/p00439/s207395196.c,obfuscated_bin/p00439/s207395196_fla_bcf_instsub.elf,input_output/p00439/input.txt,input_output/p00439/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,35,12,8,10,28.57142857142857,short,complex,short_complex,0.9489168595656512,261,834,
p00440,s628696809,509,1655,clean_src/p00440/s628696809.c,obfuscated_bin/p00440/s628696809_fla_bcf_instsub.elf,input_output/p00440/input.txt,input_output/p00440/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,15,82,28,10,13,15.853658536585366,short,simple,short_simple,0.966449929858808,849,250,
p00441,s150635418,610,1087,clean_src/p00441/s150635418.c,obfuscated_bin/p00441/s150635418_fla_bcf_instsub.elf,input_output/p00441/input.txt,input_output/p00441/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,44,21,21,20,45.45454545454545,short,complex,short_complex,0.5028907943503402,1091,1216,
p00442,s152972495,313,964,clean_src/p00442/s152972495.c,obfuscated_bin/p00442/s152972495_fla_bcf_instsub.elf,input_output/p00442/input.txt,input_output/p00442/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,42,10,6,7,16.666666666666664,short,simple,short_simple,0.8509327103030946,239,285,
p00443,s247758563,938,2645,clean_src/p00443/s247758563.c,obfuscated_bin/p00443/s247758563_fla_bcf_instsub.elf,input_output/p00443/input.txt,input_output/p00443/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,111,21,17,19,17.117117117117118,long,simple,long_simple,0.9470320677812571,1674,385,
p00444,s205372403,284,808,clean_src/p00444/s205372403.c,obfuscated_bin/p00444/s205372403_fla_bcf_instsub.elf,input_output/p00444/input.txt,input_output/p00444/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,53,19,19,18,33.9622641509434,short,complex,short_complex,0.9620478218840411,127,1027,
p00446,s390471685,611,1782,clean_src/p00446/s390471685.c,obfuscated_bin/p00446/s390471685_fla_bcf_instsub.elf,input_output/p00446/input.txt,input_output/p00446/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,108,31,28,29,26.851851851851855,short,complex,short_complex,0.7403913512917107,1095,758,
p00447,s698406776,589,2142,clean_src/p00447/s698406776.c,obfuscated_bin/p00447/s698406776_fla_bcf_instsub.elf,input_output/p00447/input.txt,input_output/p00447/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,6,82,19,10,13,15.853658536585366,short,simple,short_simple,0.4724533666646815,1046,251,
p00448,s192470942,420,1148,clean_src/p00448/s192470942.c,obfuscated_bin/p00448/s192470942_fla_bcf_instsub.elf,input_output/p00448/input.txt,input_output/p00448/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,72,15,15,14,19.444444444444446,short,simple,short_simple,0.6448492602160141,607,413,
p00449,s070485100,729,1944,clean_src/p00449/s070485100.c,obfuscated_bin/p00449/s070485100_fla_bcf_instsub.elf,input_output/p00449/input.txt,input_output/p00449/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,6,85,22,6,16,18.823529411764707,long,simple,long_simple,0.9099707342412693,1351,453,
p00450,s632487015,359,1599,clean_src/p00450/s632487015.c,obfuscated_bin/p00450/s632487015_fla_bcf_instsub.elf,input_output/p00450/input.txt,input_output/p00450/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,77,15,15,14,18.181818181818183,short,simple,short_simple,0.5396036661462263,404,359,
p00451,s069280564,281,845,clean_src/p00451/s069280564.c,obfuscated_bin/p00451/s069280564_fla_bcf_instsub.elf,input_output/p00451/input.txt,input_output/p00451/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,57,14,14,13,22.807017543859647,short,simple,short_simple,0.9279234708782966,111,570,
p00452,s957866606,610,2355,clean_src/p00452/s957866606.c,obfuscated_bin/p00452/s957866606_fla_bcf_instsub.elf,input_output/p00452/input.txt,input_output/p00452/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,75,23,10,20,26.666666666666668,short,complex,short_complex,0.6477928804923732,1092,745,
p00453,s599524546,838,2568,clean_src/p00453/s599524546.c,obfuscated_bin/p00453/s599524546_fla_bcf_instsub.elf,input_output/p00453/input.txt,input_output/p00453/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,78,28,25,25,32.05128205128205,long,complex,long_complex,0.8828750666874261,1532,798,
p00454,s705598652,974,2040,clean_src/p00454/s705598652.c,obfuscated_bin/p00454/s705598652_fla_bcf_instsub.elf,input_output/p00454/input.txt,input_output/p00454/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,102,28,16,25,24.509803921568626,long,simple,long_simple,0.9537728125135662,1715,604,
p00455,s792786585,769,1519,clean_src/p00455/s792786585.c,obfuscated_bin/p00455/s792786585_fla_bcf_instsub.elf,input_output/p00455/input.txt,input_output/p00455/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,143,31,31,30,20.97902097902098,long,simple,long_simple,0.9610825884524389,1431,526,
p00456,s863404176,306,987,clean_src/p00456/s863404176.c,obfuscated_bin/p00456/s863404176_fla_bcf_instsub.elf,input_output/p00456/input.txt,input_output/p00456/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,30,11,11,10,33.33333333333333,short,complex,short_complex,0.7407832764402386,215,1009,
p00457,s384870935,689,1511,clean_src/p00457/s384870935.c,obfuscated_bin/p00457/s384870935_fla_bcf_instsub.elf,input_output/p00457/input.txt,input_output/p00457/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,72,32,17,30,41.66666666666667,short,complex,short_complex,0.604348777997108,1283,1174,
p00458,s208940772,540,1123,clean_src/p00458/s208940772.c,obfuscated_bin/p00458/s208940772_fla_bcf_instsub.elf,input_output/p00458/input.txt,input_output/p00458/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,85,21,13,19,22.35294117647059,short,simple,short_simple,0.9804207821333542,924,550,
p00459,s981440225,887,2882,clean_src/p00459/s981440225.c,obfuscated_bin/p00459/s981440225_fla_bcf_instsub.elf,input_output/p00459/input.txt,input_output/p00459/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,8,142,22,8,14,9.859154929577464,long,simple,long_simple,0.7977543081800357,1613,77,
p00460,s426470214,394,1048,clean_src/p00460/s426470214.c,obfuscated_bin/p00460/s426470214_fla_bcf_instsub.elf,input_output/p00460/input.txt,input_output/p00460/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,49,15,15,14,28.57142857142857,short,complex,short_complex,0.7201034922178616,522,844,
p00461,s952104016,312,1052,clean_src/p00461/s952104016.c,obfuscated_bin/p00461/s952104016_fla_bcf_instsub.elf,input_output/p00461/input.txt,input_output/p00461/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,61,12,12,11,18.0327868852459,short,simple,short_simple,0.4051079274623669,235,352,
p00462,s459276248,524,1623,clean_src/p00462/s459276248.c,obfuscated_bin/p00462/s459276248_fla_bcf_instsub.elf,input_output/p00462/input.txt,input_output/p00462/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,4,89,16,6,12,13.48314606741573,short,simple,short_simple,0.851691381266656,882,158,
p00463,s453976751,784,1619,clean_src/p00463/s453976751.c,obfuscated_bin/p00463/s453976751_fla_bcf_instsub.elf,input_output/p00463/input.txt,input_output/p00463/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,93,30,20,27,29.03225806451613,long,complex,long_complex,0.6773479445277121,1455,725,
p00464,s634448151,538,1830,clean_src/p00464/s634448151.c,obfuscated_bin/p00464/s634448151_fla_bcf_instsub.elf,input_output/p00464/input.txt,input_output/p00464/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,64,22,22,21,32.8125,short,complex,short_complex,0.9433439232437332,918,991,
p00465,s940170526,850,2249,clean_src/p00465/s940170526.c,obfuscated_bin/p00465/s940170526_fla_bcf_instsub.elf,input_output/p00465/input.txt,input_output/p00465/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,5,82,29,18,24,29.268292682926827,long,complex,long_complex,0.9226641030244288,1549,735,
p00467,s877713481,257,536,clean_src/p00467/s877713481.c,obfuscated_bin/p00467/s877713481_fla_bcf_instsub.elf,input_output/p00467/input.txt,input_output/p00467/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,39,11,11,10,25.64102564102564,short,complex,short_complex,0.8047501131407169,5,706,
p00468,s823604690,369,864,clean_src/p00468/s823604690.c,obfuscated_bin/p00468/s823604690_fla_bcf_instsub.elf,input_output/p00468/input.txt,input_output/p00468/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,64,22,8,19,29.6875,short,complex,short_complex,0.8272371332936079,432,887,
p00469,s604268431,854,2747,clean_src/p00469/s604268431.c,obfuscated_bin/p00469/s604268431_fla_bcf_instsub.elf,input_output/p00469/input.txt,input_output/p00469/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,131,45,37,42,32.06106870229007,long,complex,long_complex,0.9096087916582746,1551,800,
p00470,s590814605,504,2094,clean_src/p00470/s590814605.c,obfuscated_bin/p00470/s590814605_fla_bcf_instsub.elf,input_output/p00470/input.txt,input_output/p00470/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,49,11,11,10,20.408163265306122,short,simple,short_simple,0.7848324233710053,837,456,
p00471,s780007658,746,2444,clean_src/p00471/s780007658.c,obfuscated_bin/p00471/s780007658_fla_bcf_instsub.elf,input_output/p00471/input.txt,input_output/p00471/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,91,25,12,22,24.175824175824175,long,simple,long_simple,0.787594553704714,1383,600,
p00472,s372703386,1391,4892,clean_src/p00472/s372703386.c,obfuscated_bin/p00472/s372703386_fla_bcf_instsub.elf,input_output/p00472/input.txt,input_output/p00472/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,23,208,51,5,28,13.461538461538462,long,simple,long_simple,0.8841167629590794,2021,171,
p00473,s000261905,464,797,clean_src/p00473/s000261905.c,obfuscated_bin/p00473/s000261905_fla_bcf_instsub.elf,input_output/p00473/input.txt,input_output/p00473/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,31,9,9,8,25.806451612903224,short,complex,short_complex,0.9126241414644083,732,710,
p00474,s766511669,704,2003,clean_src/p00474/s766511669.c,obfuscated_bin/p00474/s766511669_fla_bcf_instsub.elf,input_output/p00474/input.txt,input_output/p00474/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,69,21,18,18,26.08695652173913,long,complex,long_complex,0.5754900733544434,1312,652,
p00475,s498594400,745,2274,clean_src/p00475/s498594400.c,obfuscated_bin/p00475/s498594400_fla_bcf_instsub.elf,input_output/p00475/input.txt,input_output/p00475/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,88,22,17,19,21.59090909090909,long,simple,long_simple,0.846929899754445,1382,538,
p00476,s601322706,375,989,clean_src/p00476/s601322706.c,obfuscated_bin/p00476/s601322706_fla_bcf_instsub.elf,input_output/p00476/input.txt,input_output/p00476/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,41,14,12,12,29.268292682926827,short,complex,short_complex,0.532274683440706,465,870,
p00479,s883766880,575,2009,clean_src/p00479/s883766880.c,obfuscated_bin/p00479/s883766880_fla_bcf_instsub.elf,input_output/p00479/input.txt,input_output/p00479/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,89,29,29,28,31.46067415730337,short,complex,short_complex,0.8360868067824346,1017,952,
p00480,s591876815,283,757,clean_src/p00480/s591876815.c,obfuscated_bin/p00480/s591876815_fla_bcf_instsub.elf,input_output/p00480/input.txt,input_output/p00480/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,40,11,8,9,22.5,short,simple,short_simple,0.7734480027400938,118,558,
p00481,s012970256,1072,2437,clean_src/p00481/s012970256.c,obfuscated_bin/p00481/s012970256_fla_bcf_instsub.elf,input_output/p00481/input.txt,input_output/p00481/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,5,122,32,24,27,22.131147540983605,long,simple,long_simple,0.8196537647983281,1799,550,
p00482,s141106294,455,1015,clean_src/p00482/s141106294.c,obfuscated_bin/p00482/s141106294_fla_bcf_instsub.elf,input_output/p00482/input.txt,input_output/p00482/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,34,15,15,14,41.17647058823529,short,complex,short_complex,0.9726560501443767,703,1165,
p00483,s559388410,849,1850,clean_src/p00483/s559388410.c,obfuscated_bin/p00483/s559388410_fla_bcf_instsub.elf,input_output/p00483/input.txt,input_output/p00483/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,43,6,6,5,11.627906976744185,long,simple,long_simple,0.973322174027146,1548,110,
p00484,s631327462,687,1513,clean_src/p00484/s631327462.c,obfuscated_bin/p00484/s631327462_fla_bcf_instsub.elf,input_output/p00484/input.txt,input_output/p00484/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,75,27,27,26,34.66666666666667,short,complex,short_complex,0.8824333130891885,1277,1051,
p00485,s634436092,572,1676,clean_src/p00485/s634436092.c,obfuscated_bin/p00485/s634436092_fla_bcf_instsub.elf,input_output/p00485/input.txt,input_output/p00485/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,75,17,17,16,21.333333333333336,short,simple,short_simple,0.9378881219493136,1010,504,
p00486,s189060582,746,1819,clean_src/p00486/s189060582.c,obfuscated_bin/p00486/s189060582_fla_bcf_instsub.elf,input_output/p00486/input.txt,input_output/p00486/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,5,74,25,12,20,27.027027027027028,long,complex,long_complex,0.8405401130914111,1384,677,
p00487,s494500714,646,1736,clean_src/p00487/s494500714.c,obfuscated_bin/p00487/s494500714_fla_bcf_instsub.elf,input_output/p00487/input.txt,input_output/p00487/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,7,77,23,6,16,20.77922077922078,short,simple,short_simple,0.941347502485556,1184,481,
p00489,s991222299,511,1236,clean_src/p00489/s991222299.c,obfuscated_bin/p00489/s991222299_fla_bcf_instsub.elf,input_output/p00489/input.txt,input_output/p00489/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,81,14,8,11,13.580246913580247,short,simple,short_simple,0.7580005186379651,852,165,
p00490,s697550900,378,1149,clean_src/p00490/s697550900.c,obfuscated_bin/p00490/s697550900_fla_bcf_instsub.elf,input_output/p00490/input.txt,input_output/p00490/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,64,9,4,6,9.375,short,simple,short_simple,0.9987193623721402,470,51,
p00491,s538693190,855,1330,clean_src/p00491/s538693190.c,obfuscated_bin/p00491/s538693190_fla_bcf_instsub.elf,input_output/p00491/input.txt,input_output/p00491/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,84,16,16,15,17.857142857142858,long,simple,long_simple,0.7801933488925188,1556,420,
p00492,s862446701,579,1198,clean_src/p00492/s862446701.c,obfuscated_bin/p00492/s862446701_fla_bcf_instsub.elf,input_output/p00492/input.txt,input_output/p00492/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,45,18,9,15,33.33333333333333,short,complex,short_complex,0.49420540649897104,1030,1006,
p00493,s043884837,1083,2899,clean_src/p00493/s043884837.c,obfuscated_bin/p00493/s043884837_fla_bcf_instsub.elf,input_output/p00493/input.txt,input_output/p00493/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,86,27,22,25,29.069767441860467,long,complex,long_complex,0.9564172735393651,1812,728,
p00494,s471338174,258,1169,clean_src/p00494/s471338174.c,obfuscated_bin/p00494/s471338174_fla_bcf_instsub.elf,input_output/p00494/input.txt,input_output/p00494/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,59,18,18,17,28.8135593220339,short,complex,short_complex,0.735768335417248,9,849,
p00495,s880534817,272,953,clean_src/p00495/s880534817.c,obfuscated_bin/p00495/s880534817_fla_bcf_instsub.elf,input_output/p00495/input.txt,input_output/p00495/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,32,12,6,10,31.25,short,complex,short_complex,0.9524285353517176,65,944,
p00496,s076016227,402,722,clean_src/p00496/s076016227.c,obfuscated_bin/p00496/s076016227_fla_bcf_instsub.elf,input_output/p00496/input.txt,input_output/p00496/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,39,13,11,11,28.205128205128204,short,complex,short_complex,0.9643410570096458,552,821,
p00497,s725937486,407,895,clean_src/p00497/s725937486.c,obfuscated_bin/p00497/s725937486_fla_bcf_instsub.elf,input_output/p00497/input.txt,input_output/p00497/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,62,12,8,10,16.129032258064516,short,simple,short_simple,0.9596762528525302,572,264,
p00498,s594291598,1677,3822,clean_src/p00498/s594291598.c,obfuscated_bin/p00498/s594291598_fla_bcf_instsub.elf,input_output/p00498/input.txt,input_output/p00498/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,9,144,43,19,34,23.61111111111111,long,simple,long_simple,0.9914268928350066,2146,582,
p00500,s286984907,431,1488,clean_src/p00500/s286984907.c,obfuscated_bin/p00500/s286984907_fla_bcf_instsub.elf,input_output/p00500/input.txt,input_output/p00500/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,88,19,19,18,20.454545454545457,short,simple,short_simple,0.961853050980556,639,459,
p00501,s754334606,276,731,clean_src/p00501/s754334606.c,obfuscated_bin/p00501/s754334606_fla_bcf_instsub.elf,input_output/p00501/input.txt,input_output/p00501/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,46,12,12,11,23.91304347826087,short,simple,short_simple,0.9439752036859481,85,620,
p00502,s093142280,441,931,clean_src/p00502/s093142280.c,obfuscated_bin/p00502/s093142280_fla_bcf_instsub.elf,input_output/p00502/input.txt,input_output/p00502/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,45,18,13,15,33.33333333333333,short,complex,short_complex,0.9817893001169801,662,1015,
